,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
5,31618405,31618321,0.015391687001899457,0.012059187356780252,0.006360815752651467,0.4132630654369785,34.26956172172101,0.006175204515358642,1.68378834609926,0.985995723521928
4,31618321,31618405,0.012059187356780252,0.015391687001899457,0.006360815752651467,0.5274663677130045,34.26956172172101,0.006175204515358642,2.08367880235897,0.9826697850075198
0,31618321,31618300,0.012059187356780252,0.01655434407889845,0.006833990144453382,0.5667040358744394,34.23295016543771,0.00663435820763734,2.2696857052564616,0.9826381961160805
1,31618300,31618321,0.01655434407889845,0.012059187356780252,0.006833990144453382,0.41282155982033486,34.23295016543771,0.00663435820763734,1.6825222880133834,0.9871296620817765
91,32078970,"32079082, 32079103",0.012525602114413567,0.012728391139471532,0.005434745871553431,0.4338909875876956,34.08843920911361,0.0052753151085837835,1.7439602394838505,0.9829769190928248
90,"32079082, 32079103",32078970,0.012728391139471532,0.012525602114413567,0.005434745871553431,0.4269782262347318,34.08843920911361,0.0052753151085837835,1.7232755247623348,0.983178825973655
19,32078935,32079103,0.01733846164245591,0.018899937135402233,0.01105876149982763,0.6378167641325536,33.747030985507,0.01073106566476063,2.7088500121073125,0.9874893091071236
18,32079103,32078935,0.018899937135402233,0.01733846164245591,0.01105876149982763,0.5851216022889842,33.747030985507,0.01073106566476063,2.3685531562480113,0.9890609534419688
129,32078935,"32842551, 32079103",0.01733846164245591,0.009166063932619966,0.005353630261530246,0.3087719298245614,33.686425503286245,0.005194704813622216,1.4334399582700676,0.9874350568947878
124,"32842551, 32079103",32078935,0.009166063932619966,0.01733846164245591,0.005353630261530246,0.584070796460177,33.68642550328624,0.005194704813622216,2.362569230519202,0.979290693138327
32,32078795,32078935,0.013269161872959435,0.01733846164245591,0.007645146244685238,0.5761589403973509,33.230107277022576,0.007415079390523392,2.3184670670623304,0.9829497269943679
33,32078935,32078795,0.01733846164245591,0.013269161872959435,0.007645146244685238,0.44093567251461985,33.230107277022576,0.007415079390523392,1.7649683401644762,0.9870202201818498
118,32842551,32079103,0.014681925414196583,0.018899937135402233,0.009166063932619966,0.6243093922651933,33.03235284818881,0.008888576465264987,2.6114575202719434,0.9841762516889077
119,32079103,32842551,0.018899937135402233,0.014681925414196583,0.009166063932619966,0.4849785407725321,33.03235284818881,0.008888576465264987,1.9131592614874346,0.9884074887690841
